time |	latitude |	longitude |	depth |	mag |	magType
1996-09-28T14:10:42.450Z	10.038	125.369	234.8	6.3	mwc
1996-10-01T15:50:23.660Z	12.434	58.066	10	6.4	mwc
1996-10-02T09:48:01.560Z	11.761	125.484	33	6.4	mwc
1996-10-02T11:24:48.420Z	45.133	151.168	33	6	mwc
1996-10-06T20:13:09.180Z	49.047	-127.88	10	6.2	mwc
1996-10-08T01:36:53.930Z	-45.778	96.025	10	6.1	mwb
1996-10-09T13:10:52.130Z	34.556	32.126	33	6.8	mwc
1996-10-10T15:21:04.700Z	3.445	97.943	33	6.3	mwb
1996-10-12T15:36:01.270Z	-7.25	155.471	33	6.1	mwc
1996-10-14T23:26:20.010Z	-7.133	155.568	24	6.8	mwc
1996-10-17T16:15:25.750Z	5.704	125.945	116.8	6	mwc
1996-10-18T10:50:20.860Z	30.568	131.093	10	6.6	mwc
1996-10-19T14:44:40.790Z	31.885	131.468	22	6.7	mwc
1996-10-19T14:53:48.780Z	-20.412	-178.51	590.8	6.9	mwc
1996-10-24T19:31:53.930Z	66.986	-173.229	19.9	6.1	mwc
1996-11-04T17:24:57.430Z	7.306	-77.393	14	6.3	mwc
1996-11-05T09:41:34.770Z	-31.16	179.998	369.4	6.8	mwb
1996-11-05T12:29:45.960Z	9.756	126.36	33	6	mwc
1996-11-06T20:00:58.850Z	27.999	143.538	9	6.6	mwc
1996-11-07T06:10:16.710Z	9.785	126.34	33	6.1	mwc
1996-11-11T00:47:21.140Z	-32.538	-179.049	33	6.2	mwb
1996-11-11T09:22:27.760Z	19.33	95.013	80	6	mwc
1996-11-12T16:59:44.030Z	-14.993	-75.675	33	7.7	mwc
1996-11-13T02:41:39.940Z	-14.843	-75.692	33	6.1	mwc
1996-11-13T12:32:09.820Z	-15.474	-75.414	33	6	mwb
1996-11-14T07:58:58.510Z	-11.384	166.461	109.2	6	mwb
1996-11-14T13:47:38.110Z	-21.237	-176.621	191.6	6.2	mwc
1996-11-16T09:47:50.840Z	-15.101	-176.3	33	6	mwb
1996-11-17T19:17:41.980Z	11.081	-86.052	33	6	mwb
1996-11-17T21:11:20.270Z	-22.196	-179.704	591.6	6.1	mwb
1996-11-19T10:44:46.060Z	35.345	78.133	33	6.9	mwc
1996-11-20T02:27:47.980Z	34.35	141.132	33	6.1	mwc
1996-11-28T21:25:58.850Z	-1.222	-24.17	10	6.3	mwc
1996-12-01T23:09:40.590Z	-30.522	-179.675	355.8	6.2	mwb
1996-12-02T22:17:59.240Z	31.789	131.314	49.2	6.7	mwc
1996-12-03T12:56:56.920Z	-18.351	-172.275	32.7	6.2	mwc
1996-12-09T03:54:16.310Z	-7.936	107.489	50.9	6.1	mwc
1996-12-09T11:28:48.610Z	29.85	-42.855	10	6	mwc
1996-12-10T08:36:18.700Z	0.87	-30.039	10	6.7	mwc
1996-12-22T14:53:27.620Z	43.207	138.92	226.5	6.5	mwc
1996-12-26T20:48:23.290Z	-2.236	138.938	33	6.3	mwb
1996-12-30T19:41:52.000Z	-3.993	128.105	33	6	mwc
1996-12-31T12:41:42.200Z	15.83	-92.971	99.5	6.4	mwc
1997-01-03T03:58:22.190Z	-19.224	-174.838	140.3	6	mwc
1997-01-11T20:28:26.020Z	18.219	-102.756	33	7.2	mwb
1997-01-17T11:20:22.060Z	-8.899	123.542	110.7	6.2	mwb
1997-01-17T15:53:13.430Z	28.814	129.953	33	6.3	mwc
1997-01-23T02:15:22.970Z	-21.999	-65.719	276.2	7.1	mwc
1997-01-29T23:19:20.890Z	-12.904	166.376	33	6.2	mwc
1997-02-04T10:37:47.140Z	37.661	57.291	10	6.5	mwc
1997-02-07T08:41:13.410Z	-19.859	-173.289	28	6.4	mwc
1997-02-09T12:32:36.290Z	-14.486	-76.276	33	6.1	mwc
1997-02-20T07:54:58.400Z	41.859	142.742	33	6	mwc
1997-02-21T23:40:24.140Z	43.829	149.167	33	6.1	mwc
1997-02-26T18:27:10.660Z	-47.497	100.282	10	6.1	mwb
1997-02-27T21:08:02.360Z	29.976	68.208	33	7.1	mwc
1997-02-27T21:30:36.570Z	29.985	67.977	33	6	mb
1997-02-28T12:57:18.640Z	38.075	48.05	10	6.1	mwc
1997-03-09T11:43:43.260Z	-29.815	-71.147	33	6.2	mwc
1997-03-11T05:25:57.760Z	-31.078	-177.732	10	6.1	mwc
1997-03-11T19:22:00.130Z	7.742	127.647	10	6.9	mwb
1997-03-17T08:05:48.410Z	-6.614	105.514	33	6.4	mwc
1997-03-21T12:07:17.620Z	-31.163	179.624	448.7	6.3	mwc
1997-03-25T16:44:32.610Z	-9.063	-71.295	602.6	6.1	mwb
1997-03-26T02:08:57.270Z	51.277	179.533	33	6.7	mwc
1997-03-26T08:31:47.180Z	31.92	130.429	10	6.1	mwc
1997-04-01T15:11:49.000Z	7.774	-82.401	33	6.1	mwc
1997-04-01T18:33:32.200Z	-18.298	-69.526	113.8	6.2	mwb
1997-04-01T18:42:14.060Z	-18.351	-69.347	115.6	6.2	mwc
1997-04-02T06:14:31.090Z	11.412	-60.942	45	6.1	mwc
1997-04-05T12:23:30.530Z	-6.485	147.408	69.1	6.5	mwc
1997-04-06T04:36:35.220Z	39.537	76.998	33	6	mwc
1997-04-11T05:34:42.780Z	39.527	76.941	15	6.2	mwc
1997-04-12T09:21:56.490Z	-28.171	-178.369	183.6	6	mwb
1997-04-21T12:02:26.430Z	-12.584	166.676	33	7.7	mwc
1997-04-21T12:06:34.350Z	-12.881	166.464	33	6.1	mb
1997-04-21T12:11:27.860Z	-13.5	166.541	33	6.2	mb
1997-04-21T12:15:56.840Z	-13.406	166.344	33	6	mb
1997-04-22T09:31:23.250Z	11.112	-60.892	5	6.7	mwb
1997-04-23T03:47:18.320Z	-13.599	166.39	33	6	mwc
1997-04-23T19:44:28.420Z	13.986	144.901	100.8	6.5	mwc
1997-04-27T00:31:32.540Z	-19.171	168.728	41.6	6.1	mwb
1997-04-28T12:07:37.830Z	-42.504	42.686	10	6.8	mwc
1997-05-01T11:37:36.150Z	18.993	-107.35	33	6.9	mwc
1997-05-03T16:46:02.020Z	-31.791	-179.382	108.3	6.9	mwc
1997-05-08T02:53:14.730Z	24.894	92.25	34.9	6	mwb
1997-05-08T13:29:24.600Z	51.717	-170.799	33	6	mwc
1997-05-09T09:06:37.270Z	13.199	144.704	29	6	mwc
1997-05-10T07:57:29.720Z	33.825	59.809	10	7.3	mwb
1997-05-11T22:16:13.930Z	-36.383	-97.703	10	6.5	mwc
1997-05-13T05:38:30.230Z	31.824	130.281	33	6.1	mwb
1997-05-13T14:13:45.740Z	36.411	70.945	196	6.5	mwb
1997-05-15T18:01:33.260Z	-21.628	169.878	33	6	mwc
1997-05-21T14:10:26.280Z	-20.438	169.287	57	6.8	mwc
1997-05-21T16:26:24.700Z	-18.902	175.947	33	6	mwc
1997-05-22T07:50:53.520Z	18.684	-101.604	70	6.5	mwc
1997-05-22T13:21:36.350Z	18.915	121.336	33.9	6.1	mwc
1997-05-25T23:22:33.190Z	-32.115	179.791	332.7	7.1	mwc
1997-05-27T06:10:31.780Z	-54.925	-136.17	10	6.1	mwc
1997-05-27T08:00:29.050Z	-15.212	-173.328	14	6.4	mwc
1997-05-29T17:02:38.740Z	-35.964	-102.511	10	6.5	mwc
1997-06-02T21:24:38.430Z	-57.776	-25.466	33	6.1	mwc
1997-06-09T07:24:12.390Z	-21.331	171.542	33	6	mwc
1997-06-10T21:53:55.020Z	-35.815	-108.135	10	6.5	mwc
1997-06-12T12:07:33.600Z	-5.951	147.026	33	6.1	mwc
1997-06-17T21:03:40.260Z	51.347	-179.332	33	6.4	mwc
1997-06-24T23:04:53.140Z	-1.924	127.899	33	6.4	mwc
1997-06-26T19:21:08.830Z	-49.692	-114.57	10	6.3	mwb
1997-07-06T09:54:00.760Z	-30.058	-71.872	19	6.8	mwc
1997-07-06T20:13:37.030Z	16.157	-87.917	33	6.1	mwb
1997-07-09T19:24:13.170Z	10.598	-63.486	19.9	7	mwc
1997-07-11T09:55:12.580Z	-5.697	110.796	574.4	6	mwc
1997-07-14T16:09:35.520Z	43.249	146.381	33	6.1	mwc
1997-07-19T14:22:08.750Z	16.333	-98.216	33	6.9	mwb
1997-07-20T00:30:20.990Z	52.562	-167.484	14.4	6.1	mwc
1997-07-20T10:14:22.800Z	-22.982	-66.301	256.1	6.1	mwc
1997-07-21T23:19:39.350Z	-30.328	-71.917	33	6	mwb
1997-07-25T06:47:02.670Z	-30.462	-71.906	33	6.2	mwb
1997-07-25T07:33:29.010Z	-30.554	-72.016	33	6.1	mwc
1997-07-27T05:21:29.270Z	-30.517	-71.862	33	6.3	mwc
1997-07-31T21:54:21.500Z	-6.637	130.917	58.6	6	mwc
1997-08-04T18:53:58.940Z	-15.16	-175.273	33	6.1	mwc
1997-08-04T19:21:31.850Z	-15.212	-175.434	33	6	mwc
1997-08-08T22:27:19.850Z	-15.477	-179.14	10	6.6	mwc
1997-08-10T09:20:30.980Z	-16.013	124.329	10	6.3	mwb
1997-08-13T04:45:04.860Z	25.03	125.77	55.3	6.2	mwb
1997-08-15T07:37:49.080Z	-4.373	-105.698	10	6.3	mwb
1997-08-17T20:11:10.790Z	-13.592	167.391	25.9	6	mwc
1997-08-20T07:15:15.970Z	4.358	96.494	33	6	mwc
1997-08-20T13:51:16.620Z	-41.715	80.134	10	6.5	mwb
1997-08-29T06:54:00.240Z	-15.235	-175.576	33	6.5	mwb
1997-08-29T08:14:09.970Z	-3.562	144.362	22.8	6.6	mwc
1997-09-02T12:13:22.920Z	3.849	-75.749	198.7	6.8	mwb
1997-09-03T06:22:44.280Z	-55.19	-128.989	10	6.1	mwc
1997-09-04T04:23:37.030Z	-26.569	178.336	624.7	6.8	mwc
1997-09-10T12:57:07.070Z	-21.349	-174.386	10	6.1	mwb
1997-09-15T13:05:42.700Z	8.098	126.642	50.7	6.2	mwb
1997-09-17T14:50:35.340Z	2.109	126.597	33	6	mwc
1997-09-20T16:11:32.150Z	-28.683	-177.624	30	7	mwc
1997-09-25T14:20:48.930Z	-13.761	66.248	10	6	mwc
1997-09-26T09:40:26.330Z	43.084	12.812	10	6	mwc
1997-09-26T15:48:34.270Z	-5.385	128.994	253.8	6	mwc
1997-09-30T06:27:24.780Z	31.959	141.878	10	6.2	mwb
1997-10-05T18:04:30.000Z	-59.739	-29.198	273.9	6.3	mwc
1997-10-06T12:30:05.820Z	9.79	125.779	105.6	6.5	mwb
1997-10-06T20:52:44.610Z	-9.302	158.691	33	6.1	mwc
1997-10-10T18:45:52.400Z	-9.321	158.732	33	6	mwc
1997-10-13T13:39:37.490Z	36.379	22.071	24	6.4	mwc
1997-10-14T09:53:18.150Z	-22.101	-176.772	167.3	7.8	mwb
1997-10-15T01:03:33.460Z	-30.933	-71.22	58	7.1	mwc
1997-10-15T03:11:09.020Z	51.43	-177.877	22	6.4	mwc
1997-10-17T09:55:15.250Z	-57.538	147.97	10	6.2	mwc
1997-10-17T15:02:00.460Z	-20.888	-178.839	578.9	6	mwc
1997-10-28T06:15:17.330Z	-4.368	-76.681	112	7.2	mwc
1997-11-03T19:17:33.810Z	-30.744	-71.224	45	6.2	mwb
1997-11-03T19:17:58.910Z	-6.736	129.021	215.6	6.1	mwc
1997-11-08T10:02:52.610Z	35.069	87.325	33	7.5	mwc
1997-11-09T22:56:42.750Z	13.849	-88.808	176.4	6.5	mwb
1997-11-10T23:06:44.300Z	31.187	140.486	86	6.2	mwb
1997-11-14T21:38:51.600Z	38.859	25.795	17.9	6	mwb
1997-11-15T07:05:16.640Z	43.813	145.019	161	6.1	mwc
1997-11-15T18:59:24.300Z	-15.145	167.375	123.1	7	mwc
1997-11-18T13:07:41.730Z	37.57	20.656	33	6.6	mwc
1997-11-21T11:23:06.310Z	22.212	92.702	54.4	6.1	mwc
1997-11-25T12:14:33.630Z	1.241	122.536	24	7	mwc
1997-11-28T22:53:41.530Z	-13.74	-68.788	586	6.7	mwc
1997-12-04T14:56:41.790Z	13.639	-90.658	80.5	6	mwc
1997-12-05T11:26:54.690Z	54.841	162.035	33	7.8	mwc
1997-12-05T18:48:22.790Z	53.752	161.746	33	6.4	mwc
1997-12-06T10:59:10.060Z	53.972	161.909	33	6.1	mwc
1997-12-07T17:56:18.780Z	54.658	162.882	33	6.2	mwb
1997-12-11T07:56:28.850Z	3.929	-75.787	177.5	6.4	mwb
1997-12-16T11:48:29.810Z	16.107	-98.852	10	6	mwc
1997-12-17T04:38:51.460Z	51.187	178.871	20	6.6	mwc
1997-12-17T05:51:29.220Z	36.387	70.773	207	6.3	mwc
1997-12-18T15:02:00.320Z	13.84	-88.739	182.1	6.1	mwb
1997-12-22T02:05:50.080Z	-5.495	147.867	179.3	7.2	mwc
1997-12-22T10:03:45.180Z	13.742	-90.316	59.3	6.1	mwc
1997-12-27T20:11:01.340Z	-55.783	-4.218	10	6.2	mwc
1998-01-01T06:11:22.640Z	23.913	141.907	95.6	6.3	mwc
1998-01-03T06:10:08.380Z	-35.474	-16.191	10	6.3	mwc
1998-01-04T06:11:58.970Z	-22.301	170.911	100.6	7.5	mwc
1998-01-10T04:54:25.390Z	-12.029	-72.074	33	6.4	mwb
1998-01-10T08:20:05.760Z	14.374	-91.473	33	6.6	mwc
1998-01-12T10:14:07.630Z	-30.985	-71.41	34.8	6.6	mwc
1998-01-12T16:36:20.230Z	-15.848	-179.376	23.4	6.7	mwc
1998-01-14T17:24:10.390Z	-15.731	-179.329	33	6.6	mwb
1998-01-14T18:53:14.910Z	-2.11	68.094	10	6	mwc
1998-01-19T18:23:59.660Z	-44.971	-79.488	10	6.2	mwc
1998-01-27T02:14:12.950Z	-20.768	-179.178	642.8	6	mwc
1998-01-27T19:55:01.250Z	-22.542	179.048	611	6.3	mwc
1998-01-27T21:05:44.360Z	-22.411	179.035	610.1	6.5	mwb
1998-01-30T12:16:08.690Z	-23.913	-70.207	42	7.1	mwc
1998-01-31T23:30:42.050Z	-35.763	-97.058	10	6	mwc
1998-02-03T03:02:00.240Z	15.883	-96.298	33	6.4	mwb
1998-02-07T01:18:59.500Z	24.821	141.746	525.3	6.4	mwc
1998-02-16T23:53:19.720Z	52.718	-33.677	10	6.8	mwc
1998-02-19T14:14:51.190Z	-4.476	129.082	33	6.5	mwc
1998-02-20T12:18:06.230Z	36.479	71.086	235.6	6.4	mwb
1998-03-03T02:24:43.880Z	14.38	-91.466	62.8	6.1	mwc
1998-03-14T19:40:27.050Z	30.154	57.605	9	6.6	mwc
1998-03-20T21:08:08.530Z	-50.008	163.107	10	6.7	mwc
1998-03-21T16:33:11.000Z	79.888	1.856	10	6.2	mwc
1998-03-22T01:08:57.480Z	-11.43	66.245	10	6.1	mwc
1998-03-25T03:12:25.070Z	-62.877	149.527	10	8.1	mwc
1998-03-25T12:17:22.500Z	-63.612	147.937	10	6.4	mwc
1998-03-29T07:14:58.980Z	-0.239	-17.932	10	6.1	mwc
1998-03-29T19:48:16.210Z	-17.552	-179.092	537.2	7.2	mwc
1998-04-01T17:56:23.360Z	-0.544	99.261	55.7	7	mwc
1998-04-01T22:42:56.900Z	-40.316	-74.874	9	6.7	mwc
1998-04-03T22:01:48.250Z	-8.148	-74.238	164.6	6.6	mwc
1998-04-10T16:40:38.580Z	-1.322	-15.651	10	6.2	mwb
1998-04-11T00:44:35.750Z	-23.635	-176.111	33	6.2	mwc
1998-04-14T03:41:22.330Z	-23.821	-179.871	498.6	6.1	mwc
1998-04-20T22:59:14.770Z	18.525	-101.203	67.3	6	mwb
1998-04-25T06:07:23.440Z	-35.266	-17.326	10	6.3	mwc
1998-04-27T18:40:38.530Z	-2.995	136.282	53	6.2	mwb
1998-05-03T23:30:21.910Z	22.306	125.308	33	7.5	mwb
1998-05-10T06:05:58.910Z	13.676	-90.747	33	6.3	mwc
1998-05-13T23:02:05.660Z	-5.147	151.714	61.4	6.6	mwc
1998-05-14T18:56:23.490Z	40.254	143.253	33	6	mwb
1998-05-15T05:58:06.040Z	14.178	144.88	154.1	6	mwc
1998-05-16T02:22:03.210Z	-22.227	-179.519	586.1	6.9	mwc
1998-05-21T05:34:25.500Z	0.207	119.584	33	6.7	mwb
1998-05-21T22:31:22.940Z	-43.4	41.387	10	6.3	mwc
1998-05-22T04:48:50.440Z	-17.731	-65.431	24	6.6	mwb
1998-05-23T17:44:47.770Z	8.138	123.726	657.8	6	mwc
1998-05-27T15:27:16.160Z	-5.845	149.704	33	6	mwc
1998-05-27T20:41:37.900Z	52.239	159.526	60.1	6	mwc
1998-05-30T06:22:28.950Z	37.106	70.11	33	6.6	mwb
1998-05-30T18:18:15.600Z	39.027	143.441	33	6.2	mwc
1998-06-01T05:34:03.580Z	52.889	160.067	43.7	6.4	mwc
1998-06-07T23:20:13.960Z	15.959	-93.776	86.6	6.3	mwb
1998-06-16T09:35:11.850Z	-52.988	159.837	10	6.2	mwc
1998-06-18T04:17:54.980Z	-11.572	-13.894	10	6.3	mwc
1998-06-20T20:24:45.170Z	-30.105	-177.925	57.4	6	mwc
1998-06-24T10:44:30.820Z	-37.295	-17.391	10	6	mwc
1998-06-27T13:55:52.080Z	36.878	35.307	33	6.3	mwc
1998-06-29T23:37:16.590Z	-60.354	153.143	10	6.3	mwc
1998-07-09T05:19:07.300Z	38.65	-28.626	10	6.2	mwb
1998-07-09T14:19:18.410Z	38.717	48.507	26	6	mwc
1998-07-09T14:45:39.980Z	-30.487	-178.994	129.5	6.9	mwc
1998-07-09T19:39:43.980Z	60.53	-153.219	144.8	6.2	mwb
1998-07-16T11:56:36.420Z	-11.04	166.16	110.2	7	mwc
1998-07-17T08:49:13.280Z	-2.961	141.926	10	7	mwc
1998-07-18T16:41:19.440Z	-18.369	168.173	33	6.1	mwc
1998-07-19T15:58:38.860Z	-21.836	-175.792	72.1	6	mwc
1998-07-24T18:44:04.410Z	21.254	122.019	33	6.1	mwc
1998-07-25T02:39:23.330Z	-13.608	166.867	43.5	6.3	mwb
1998-07-29T07:14:24.080Z	-32.312	-71.286	51.1	6.4	mwc
1998-07-29T18:00:29.990Z	-2.693	138.901	33	6.7	mwc
1998-07-31T12:40:59.520Z	-21.614	169.82	33	6.1	mwc
1998-07-31T12:48:04.480Z	-21.644	169.919	33	6	mwc
1998-08-04T18:59:20.100Z	-0.593	-80.393	33	7.2	mwc
1998-08-05T12:54:25.690Z	-54.674	-135.521	10	6.2	mwc
1998-08-10T09:52:14.940Z	7.324	94.305	33	6	mwb
1998-08-20T06:40:55.820Z	28.932	139.329	440.5	7.1	mwb
1998-08-20T15:00:08.100Z	51.618	175.248	33	6.3	mwb
1998-08-23T05:36:12.920Z	14.697	120.046	70.1	6.1	mwb
1998-08-23T13:57:15.380Z	11.663	-88.038	54.6	6.7	mwc
1998-08-27T09:03:36.660Z	39.66	77.343	33	6.4	mwb
1998-08-28T12:40:58.700Z	-0.154	125.018	66.2	6.1	mwc
1998-08-29T08:30:21.120Z	-55.737	-27.045	33	6	mwc
1998-08-30T01:48:08.760Z	17.092	148.133	33	6.3	mwc
1998-08-30T11:33:33.000Z	50.91	-130.66	10	6.1	mwc
1998-09-02T08:37:29.910Z	5.41	126.764	50	6.8	mwc
1998-09-03T17:37:58.240Z	-29.45	-71.715	27	6.6	mwc
1998-09-07T00:39:30.210Z	-36.24	-97.711	10	6.1	mwc
1998-09-14T04:43:28.940Z	-34.75	-107.981	10	6.1	mwc
1998-09-14T23:16:46.830Z	51.618	-173.15	33	6.1	mwc
1998-09-15T08:35:51.580Z	-5.624	151.637	83	6.3	mwc
1998-09-21T06:52:41.190Z	0.262	122.467	147.4	6	mwb
1998-09-21T12:09:39.660Z	-13.573	166.791	33	6.4	mwc
1998-09-22T01:16:55.450Z	11.822	143.154	9.2	6	mwc
1998-09-28T13:34:30.490Z	-8.194	112.413	151.6	6.6	mwb
1998-09-28T19:23:23.250Z	3.84	126.407	30.1	6.2	mwc
1998-10-01T03:41:13.090Z	13.738	-45.565	10	6	mwc
1998-10-03T11:15:42.690Z	28.505	127.615	226.6	6.2	mwb
1998-10-08T04:51:42.890Z	-16.119	-71.404	136.2	6.2	mwb
1998-10-09T11:54:36.170Z	11.321	-86.451	68.7	6	mwc
1998-10-10T16:32:19.490Z	-0.403	119.84	33	6	mwc
1998-10-11T23:36:22.370Z	-56.913	-142.618	10	6.3	mwc
1998-10-28T16:25:03.840Z	0.839	125.966	33	6.6	mwb
1998-11-08T07:25:48.510Z	-9.135	121.421	33	6.4	mwc
1998-11-09T05:30:14.400Z	-6.954	129.022	33	6.7	mwc
1998-11-09T05:38:44.220Z	-6.92	128.946	33	7	mwc
1998-11-14T15:03:12.070Z	-14.946	167.367	115.1	6	mwb
1998-11-15T02:44:12.380Z	-21.589	-176.504	149.1	6.3	mwb
1998-11-18T15:48:40.820Z	-3.315	130.766	33	6	mwc
1998-11-19T15:39:19.100Z	22.605	125.783	10	6.3	mwc
1998-11-24T23:54:46.100Z	-16.515	-174.751	223.2	6.1	mwb
1998-11-25T18:05:25.700Z	-7.859	158.622	47.9	6.2	mwb
1998-11-29T14:10:31.960Z	-2.071	124.891	33	7.7	mwc
1998-12-06T00:47:13.450Z	1.253	126.198	33	6.6	mwc
1998-12-14T16:25:24.980Z	-38.214	-71.033	138.4	6	mwb
1998-12-14T19:35:26.750Z	-15.057	167.313	139.9	6	mwc
1998-12-16T00:18:45.000Z	31.287	131.286	41.6	6	mwc
1998-12-16T17:45:05.440Z	1.12	126.175	33	6.2	mwc
1998-12-26T15:39:07.800Z	-1.364	123.644	33	6.1	mwb
1998-12-27T00:38:26.760Z	-21.632	-176.376	144.3	6.8	mwc
1999-01-05T08:32:46.810Z	-18.502	-174.067	33	6	mwc
1999-01-12T08:49:20.750Z	-5.421	151.681	42.6	6	mwc
1999-01-16T10:44:39.490Z	56.233	-147.427	21	6	mwc
1999-01-19T03:35:33.840Z	-4.596	153.235	114.1	7	mwc
1999-01-24T00:37:04.630Z	30.618	131.086	33	6.4	mwc
1999-01-24T07:01:58.400Z	-21.132	-174.659	33	6.1	mwc
1999-01-24T08:00:08.540Z	-26.463	74.476	10	6.3	mwc
1999-01-25T18:19:16.870Z	4.461	-75.724	17	6.1	mwc
1999-01-28T08:10:05.420Z	52.886	-169.123	67.2	6.6	mwc
1999-01-28T18:24:25.270Z	-4.582	153.658	101	6.4	mwb
1999-02-03T01:13:57.580Z	-20.305	-174.365	33	6.3	mwb
1999-02-06T17:45:24.470Z	19.2	121.265	33	6	mwc
1999-02-06T21:47:59.470Z	-12.853	166.697	90.1	7.3	mwc
1999-02-11T14:08:51.680Z	34.259	69.364	33	6	mwc
1999-02-13T14:45:12.730Z	-3.558	144.83	10	6.2	mwc
1999-02-14T21:12:24.580Z	-15.507	167.996	10	6	mwb
1999-02-22T01:00:32.890Z	-21.452	169.682	33	6.4	mwc
1999-02-23T07:27:56.430Z	0.2	119.541	33	6.2	mwb
1999-03-04T05:38:26.520Z	28.343	57.193	33	6.6	mwc
1999-03-04T08:52:01.900Z	5.397	121.937	33	7.1	mwc
1999-03-05T03:35:14.710Z	-34.673	-69.6	10	6	mwc
1999-03-07T20:35:44.160Z	-15.766	-179.526	33	6.1	mwc
1999-03-08T12:25:48.990Z	52.056	159.52	56.6	6.9	mwc
1999-03-20T10:47:45.930Z	51.587	-177.668	33	6.9	mwc
1999-03-28T19:05:11.030Z	30.512	79.403	15	6.6	mwb
1999-03-31T05:54:42.130Z	5.827	-82.616	10	6.3	mwc
1999-04-01T21:36:21.170Z	-4.357	152.707	33	6.2	mwc
1999-04-02T17:05:47.110Z	-19.899	168.193	10	6.2	mwc
1999-04-03T06:17:18.360Z	-16.66	-72.662	87.2	6.8	mwc
1999-04-03T10:10:30.700Z	13.173	-87.634	38.4	6	mwc
1999-04-05T11:08:04.000Z	-5.591	149.568	150	7.4	mwc
1999-04-06T08:22:14.270Z	-6.527	147.007	33	6.4	mwb
1999-04-08T13:10:34.080Z	43.607	130.35	565.7	7.1	mwc
1999-04-09T12:16:01.890Z	-26.354	178.221	621.2	6.2	mwc
1999-04-11T16:50:39.160Z	-6	148.495	58.3	6	mwc
1999-04-13T10:38:48.400Z	-21.422	-176.46	164.2	6.8	mwc
1999-04-20T19:04:08.320Z	-31.888	-179.04	95.7	6.5	mwb
1999-04-26T18:17:26.220Z	-1.648	-77.783	172.6	6	mwc
1999-05-05T22:41:30.170Z	14.364	-94.673	33	6.1	mwc
1999-05-06T23:00:53.120Z	29.501	51.88	33	6.2	mwc
1999-05-07T14:13:52.360Z	56.416	-152.939	20	6.2	mwc
1999-05-08T22:12:45.510Z	14.214	-91.945	39.2	6.1	mwb
1999-05-10T20:33:02.090Z	-5.159	150.88	138	7.1	mwb
1999-05-11T01:00:40.920Z	-36.102	-110.64	10	6	mwc
1999-05-12T17:59:22.400Z	43.032	143.835	102.7	6.2	mwc
1999-05-16T00:51:20.460Z	-4.751	152.486	73.7	7.1	mwc
1999-05-16T15:25:53.810Z	-2.642	138.217	59.2	6.4	mwc
1999-05-17T10:07:56.450Z	-5.165	152.877	27	6.6	mwc
1999-05-18T04:19:53.340Z	-5.65	148.533	127.3	6.1	mwc
1999-05-22T10:08:53.710Z	-20.731	169.881	33	6.1	mwb
1999-06-06T07:08:05.860Z	13.897	-90.768	33	6.3	mwb
1999-06-15T20:42:05.930Z	18.386	-97.436	70	7	mwc
1999-06-18T10:55:25.750Z	5.514	126.639	33	6.4	mwc
1999-06-21T17:43:04.520Z	18.324	-101.539	68.7	6.3	mwc
1999-06-26T22:05:28.930Z	-17.956	-178.187	590.4	6	mwc
1999-07-02T11:45:31.290Z	49.371	-129.204	10	6	mwb
1999-07-03T05:30:10.090Z	26.323	140.482	430.6	6.1	mwb
1999-07-07T18:52:57.020Z	49.233	155.559	33	6.1	mwc
1999-07-09T05:04:42.680Z	-6.514	154.944	29	6.3	mwb
1999-07-11T14:14:16.530Z	15.782	-88.33	10	6.7	mwc
1999-07-18T10:34:03.220Z	-22.546	179.412	590.9	6	mwb
1999-07-19T02:17:03.660Z	-28.629	-177.608	39	6.5	mwc
1999-07-26T01:33:20.200Z	-5.151	151.942	69.4	6.2	mwc
1999-07-28T00:16:57.510Z	-28.69	-177.523	33	6.1	mwb
1999-07-28T10:08:20.600Z	-30.285	-178.014	25	6.3	mwc
1999-08-01T08:39:04.900Z	-30.367	-177.832	10	6.5	mwc
1999-08-12T05:44:59.590Z	-1.716	122.456	33	6.2	mwc
1999-08-14T00:16:52.290Z	-5.885	104.711	101.4	6.4	mwc
1999-08-17T00:01:39.130Z	40.748	29.864	17	7.6	mwc
1999-08-20T10:02:21.100Z	9.044	-84.159	20	6.9	mwc
1999-08-21T21:51:11.470Z	-58.311	-13.196	10	6.2	mwc
1999-08-22T09:35:39.470Z	-40.509	-74.756	33	6.4	mwc
1999-08-22T12:40:45.960Z	-16.117	168.039	33	6.6	mwc
1999-08-26T07:39:28.920Z	-3.522	145.657	33	6.2	mwb
1999-08-28T12:40:06.190Z	-1.287	-77.549	196.4	6.3	mwb
1999-08-29T00:46:13.460Z	3.103	65.855	10	6	mwb
1999-09-07T11:56:49.380Z	38.119	23.605	10	6	mwc
1999-09-10T19:37:44.810Z	-32.831	-178.27	33	6	mwb
1999-09-15T03:01:24.340Z	-20.934	-67.275	218	6.4	mwc
1999-09-17T14:54:48.720Z	-13.79	167.238	196.8	6.3	mwc
1999-09-18T21:28:33.170Z	51.207	157.556	60	6	mwc
1999-09-20T17:47:18.490Z	23.772	120.982	33	7.7	mwc
1999-09-20T17:47:32.000Z	23.602	120.966	25	6.3	mw
1999-09-20T17:57:16.090Z	23.785	121.202	33	6.1	mb
1999-09-20T18:03:44.290Z	23.57	121.299	33	6.3	mb
1999-09-20T18:11:53.650Z	23.746	121.189	33	6.1	mb
