BGR	http://eida.bgr.de/fdsnws/dataselect/1/
ETHZ	http://eida.ethz.ch/fdsnws/dataselect/1/
GEOFON	http://geofon.gfz-potsdam.de/fdsnws/dataselect/1/
IRIS	http://service.iris.edu/fdsnws/dataselect/1/
NCEDC 	http://service.ncedc.org/fdsnws/dataselect/1/
ORFEUS	http://www.orfeus-eu.org/fdsnws/dataselect/1/
RESIF	http://ws.resif.fr/fdsnws/dataselect/1/
BR  	http://seisrequest.iag.usp.br/fdsnws/dataselect/1/
GEONET  http://service.geonet.org.nz/fdsnws/dataselect/1/
